impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K22-142981,A655394,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2374820,In Public Home,,Dog,Unknown<p/>,Female,American Pit Bull Terrier,Brown,12/31/2021 12:00:00 AM,Date Found,42ND  AND EASTERN IN WALLINGFORD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2374820,Image Copyright HLP Inc. 2022,"Description: Female Pitbull appears to have given birth recently/is currently nursing. No tag, but a leather collar with spikes/studs on the outside.<p/>Age: Unknown<p/>Found Near: 42nd and Eastern in Wallingford, Seattle WA  98103<p/>Found Date: 2021-12-31<p/>",
K21-142287,A653940,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A653940,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Bonnie,Cat,5 MONTHS,Spayed Female,Domestic Shorthair,Brn Tabby / White,12/02/2021 12:00:00 AM,Received on,26600 block of  126TH LN SE,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A653940,Image Copyright HLP Inc. 2022,"Received on: 2021-12-02<p/> Found Near: 26600 block of  126TH LN SE<p/> Description: Brn Tabby / White Spayed Female Domestic Shorthair Cat<p/> Age: 5 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K21-142132,A653604,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A653604,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Asparagus,Cat,5 YEARS 1 MONTH,Spayed Female,Domestic Shorthair,Black,11/28/2021 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A653604,Image Copyright HLP Inc. 2022,"Received on: 2021-11-28<p/> Description: Black<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 5 YEARS 1 MONTH<p/> Adoption Fee: $0.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi there! My name is Asparagus and I am available for adoption.<p/><p/>My adoption fee was paid for by a generous donor so that I can find my forever home even faster!<p/><p/>I was brought in by an Animal Control Officer on 11/28/2021.<p/><p/>I am a little shy at first but once I warm up I am an affectionate lovebug who would be thrilled to cuddle up with you at home! I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/>My caregivers have noticed that I DO NOT get along with other cats. I will need to be the only cat in my new home.<p/><p/>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p/>",RED
K21-142701,A654794,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2367974,LOST,Krypto,Dog,Under 1 year<p/>,Male,Australian Cattle Dog,Black,12/16/2021 12:00:00 AM,Date Lost,WILDCAT  BLVD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2367974,Image Copyright HLP Inc. 2022,"Description: Double doo claws. Fast energetic friendly. 5 big black spot with three down back and tail. One ear tip flops.<p/>Age: Under 1 year<p/>Location Lost: Wildcat blvd, Snoqualmie WA  98065<p/>Lost Date: 2021-12-16<p/>",
K22-142963,A655356,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2374417,LOST,Pearl,Dog,Under 1 year<p/>,Female,Labrador Retriever,Black,01/01/2022 12:00:00 AM,Date Lost,17400 block of  NE 166TH PL,WOODINVILLE,WA,98072,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2374417,Image Copyright HLP Inc. 2022,"Description: 6mo old all black labrador puppy wearing a purple color with AKC reunite tag.<p/>Age: Under 1 year<p/>Location Lost: 17455 NE 166TH PL, Woodinville WA  98072<p/>Lost Date: 2022-01-01<p/>",
K21-142755,A654950,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2369543,LOST,Layla,Dog,Unknown<p/>,Female,Pomeranian,Unknown,12/18/2021 12:00:00 AM,Date Lost,301ST  AND 16TH AVE SW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2369543,Image Copyright HLP Inc. 2022,"Description: 5lb black Pomeranian, 13 years old. White muzzle. No front teeth. Bad hips. Short haircut.<p/>Age: Unknown<p/>Location Lost: 301st and 16th Ave SW, Federal Way WA  98023<p/>Lost Date: 2021-12-18<p/>",
K21-142858,A655104,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2371528,LOST,Nora (nunu),Cat,Under 1 year<p/>,Male,Persian,Unknown,12/09/2021 12:00:00 AM,Date Lost,"101ST  PL SE KENT, WA",,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2371528,Image Copyright HLP Inc. 2022,"Description: He is a long to medium hair orange tabby cat(idk his exact breed.) He has lot of white fur (mainly under him stomach/mouth/chin etc.) He is very young but large presenting (8-9lbs). I gave him a batched fur cut around his tail so the litter wouldn’t keep getting stuck there. He has a minor cut on his left ear(should be completely healed by now) He has brownish rings of fur going down his legs & tail. He also has a very small & cute light pink nose. <p/>Age: Under 1 year<p/>Location Lost: 101st PL SE Kent, WA, Kent WA  98030<p/>Lost Date: 2021-12-09<p/>",
K21-142776,A654969,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2369896,LOST,Smokie,Cat,Over 1 year<p/>,Male,American Shorthair,Unknown,12/21/2021 12:00:00 AM,Date Lost,35200 block of  MILITARY RD S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2369896,Image Copyright HLP Inc. 2022,"Description: Gray with white under chin<p/>Age: Over 1 year<p/>Location Lost: 35228 MILITARY RD S, Auburn WA, false, Auburn WA  98001<p/>Lost Date: 2021-12-21<p/>",
K21-142947,A655325,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A655325,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Rowena,Cat,NO AGE,Female,Domestic Shorthair,Gray / White,12/31/2021 12:00:00 AM,Received on,8200 block of  S 120TH ST,SEATTLE,WA,98178,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A655325,Image Copyright HLP Inc. 2022,"Received on: 2021-12-31<p/> Found Near: 8200 block of  S 120TH ST<p/> Description: Gray / White Female Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",RED
K22-143327,A656195,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A656195,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,NO AGE,Unknown,Domestic Longhair,Brn Tabby,01/16/2022 12:00:00 AM,Received on,20100 block of  SE 260TH PL,COVINGTON,WA,98042,COVINGTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A656195,Image Copyright HLP Inc. 2022,"Received on: 2022-01-16<p/> Found Near: 20100 block of  SE 260TH PL<p/> Description: Brn Tabby Unknown Domestic Longhair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K22-143272,A656119,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A656119,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Beast,Rat,10 MONTHS,Female,Rat,Black / White,01/14/2022 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A656119,Image Copyright HLP Inc. 2022,"Received on: 2022-01-14<p/> Description: Black / White<p/>  Female Rat Rat<p/> Age: 10 MONTHS<p/> Adoption Fee: $5.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Beast and I am available for adoption.<p/><p/>I was brought in by my owner on January 14, 2022. I came in with my sister Tikko (A656120).  My owner said I was super sweet and very friendly.<p/><p/>I would love a family who will interact with me daily to keep me active and social! When rats get the space and enrichment we need, we often form deep bonds with our humans!<p/><p/>If you would like to make an appointment to meet me, please call the front desk at 206-263-1324.<p/><p/><p/><p/>",
K22-142964,A655357,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2374435,LOST,Pearl,Dog,Under 1 year<p/>,Female,Labrador Retriever,Black,01/01/2022 12:00:00 AM,Date Lost,17400 block of  NE 166TH PL,WOODINVILLE,WA,98072,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2374435,Image Copyright HLP Inc. 2022,"Description: All black lab puppy. Wearing a purple collar with AKC reunite tag. Last seen on 174th Ave NE & 166th NE Pl at midnight. <p/>Age: Under 1 year<p/>Location Lost: 17455 NE 166TH PL, Woodinville WA  98072-6102<p/>Lost Date: 2022-01-01<p/>",
K22-143336,A656232,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A656232,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,5 YEARS 6 MONTHS,Male,German Shepherd,Tan / Black,01/17/2022 12:00:00 AM,Received on,16900 block of  NE 116TH ST,REDMOND,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A656232,Image Copyright HLP Inc. 2022,"Received on: 2022-01-17<p/> Found Near: 16900 block of  NE 116TH ST<p/> Description: Tan / Black Male German Shepherd Dog<p/> Age: 5 YEARS 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K22-142996,A655415,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2375240,LOST,Henry,Dog,Over 1 year<p/>,Male,Maltese,White,01/01/2022 12:00:00 AM,Date Lost,26TH  AND EAST LAKE SAMMAMISH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2375240,Image Copyright HLP Inc. 2022,"Description: 11 year old white Maltese Yorkie with a blue and white striped collar & red bow. Large mass on his stomach & missing incisors (front top & bottom teeth). <p/>Age: Over 1 year<p/>Location Lost: 26th and East Lake Sammamish, Sammamish WA  98075<p/>Lost Date: 2022-01-01<p/>",
K22-142995,A655411,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A655411,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Dina,Cat,1 YEAR,Spayed Female,Domestic Shorthair,Brn Tabby,01/02/2022 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A655411,Image Copyright HLP Inc. 2022,"Received on: 2022-01-02<p/> Description: Brn Tabby<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is DINA and I am available for adoption.<p/><p/>I was brought in by a good samaritan on 01/02/2022.<p/><p/>I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>I am an independent kitty who likes to do my own thing!<p/><p/>I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>This cat has tested positive for Feline Leukemia Virus (FeLV). Cats with FeLV can still live fulfilling lives, but extra care may be required. This cat should live indoors only.<p/><p/>Please visit this page for more information: https://www.vet.cornell.edu/departments-centers-and-institutes/cornell-feline-health-center/health-information/feline-health-topics/feline-leukemia-virus<p/>",GREEN
K22-143180,A655850,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2379388,In Public Home,,Dog,Over 1 year<p/>,Male,Miniature Pinscher,Brown,01/08/2022 12:00:00 AM,Date Found,MORRIS  AVE S AND HOUSER WAY S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2379388,Image Copyright HLP Inc. 2022,"<p/>Age: Over 1 year<p/>Found Near: Morris ave s  and houser way s, Renton WA  98057<p/>Found Date: Jan  8 202<p/>",
K22-143109,A655684,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A655684,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Juney,Dog,10 YEARS,Spayed Female,Chihuahua - Smooth Coated / Mix,Tan,01/07/2022 12:00:00 AM,Received on,3600 block of  74TH AVE SE,MERCER ISLAND,WA,98040,MERCER ISLAND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A655684,Image Copyright HLP Inc. 2022,"Received on: 2022-01-07<p/> Found Near: 3600 block of  74TH AVE SE<p/> Description: Tan Spayed Female Chihuahua - Smooth Coated / Mix Dog<p/> Age: 10 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K22-143331,A656202,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A656202,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Lop-Holland,NO AGE,Female,Lop-Holland,White / Cream,01/16/2022 12:00:00 AM,Received on,11200 block of  SE 260TH ST,KENT,WA,98030,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A656202,Image Copyright HLP Inc. 2022,"Received on: 2022-01-16<p/> Found Near: 11200 block of  SE 260TH ST<p/> Description: White / Cream Female Lop-Holland Lop-Holland<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K22-142994,A655412,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2375216,LOST,Maxine Gaona,Dog,Over 1 year<p/>,Female,Dachshund - Long-Haired,Unknown,12/31/2021 12:00:00 AM,Date Lost,3800 block of  S 287TH ST,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2375216,Image Copyright HLP Inc. 2022,"Description: Look like a  miniature golden retriever. 20lbs. A white patch on chest,& 2 Front paws golden orange<p/>Age: Over 1 year<p/>Location Lost: 3838 S. 287th st., Auburn WA  98001<p/>Lost Date: 2021-12-31<p/>",
K21-142439,A654287,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2362933,LOST,Lucky,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Black,12/06/2021 12:00:00 AM,Date Lost,1600 block of  SOUTH 308 TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2362933,Image Copyright HLP Inc. 2022,"Description: Lucky black cat with white collar <p/>Age: Over 1 year<p/>Location Lost: 1650 south 308 th St apt 35, Federal Way WA  98003<p/>Lost Date: 2021-12-06<p/>",
K22-143305,A656160,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2381728,In Public Home,Marianne E P,Dog,Over 1 year<p/>,Female,Pit Bull,White,01/15/2022 12:00:00 AM,Date Found,UNIVERSITY  DISTRICT SEATTLE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2381728,Image Copyright HLP Inc. 2022,"Description: White and gray spots female possibly pregnant or recently pregnant<p/>Age: Over 1 year<p/>Found Near: University district Seattle, Seattle WA  98105<p/>Found Date: 2022-01-15<p/>",
K22-143179,A655849,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2379382,LOST,Gilly,Cat,Over 1 year<p/>,Female,Domestic Shorthair,Black,01/08/2022 12:00:00 AM,Date Lost,1500 block of  NE HIGHMOOR CT,ISSAQUAH,WA,98029,ISSAQUAH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2379382,Image Copyright HLP Inc. 2022,"Description: Gilly has no collar on.<p/>Age: Over 1 year<p/>Location Lost: 1523 NE highmoor Ct, Issaquah WA  98029<p/>Lost Date: 2022-01-08<p/>",
K22-143158,A655778,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A655778,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Kyra,Cat,8 YEARS,Spayed Female,Domestic Shorthair,Brn Tabby / White,01/09/2022 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A655778,Image Copyright HLP Inc. 2022,"Received on: 2022-01-09<p/> Description: Brn Tabby / White<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 8 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Kyra and I am available for adoption.<p/><p/>I was brought in by my previous owner on 01/09/2022 because they were moving. I lived in a home with  cats and younger children. My previous owner described me as shy and I like to perch up high until ready for attention on my own terms.<p/><p/> I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break. I will usually come to you when I want attention.<p/><p/>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p/>",RED
K21-142552,A654465,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2364711,LOST,Tui,Cat,Over 1 year<p/>,Male,Korat,Unknown,12/05/2021 12:00:00 AM,Date Lost,22600 block of  129TH PL SE,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2364711,Image Copyright HLP Inc. 2022,"Description: Grey cat with large green eyes. Korat breed most likely-not sure if he is 100% Korat.  Has silky chest fur, with a tiny white streak.  Very dense fur, weighs about 18 pounds.  Has a kink in his tail near the top.  Black nose.   Has a blue safety collar with a gold metal tag with Tui's name and phone number 206-427-4232 or 425-503-8736.  Likes to run and get outside<p/>Age: Over 1 year<p/>Location Lost: 22693 129th PL. S.E. Kent, WA  one close street is 224th near round about, Kent WA  98031<p/>Lost Date: 2021-12-05<p/>",
K22-143138,A655722,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2378338,LOST,Odin,Dog,Over 1 year<p/>,Male,Pug,Black,01/07/2022 12:00:00 AM,Date Lost,36TH  AND DENNY,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2378338,Image Copyright HLP Inc. 2022,"Description: Black pug, starting to go grey in the face and chest<p/>Age: Over 1 year<p/>Location Lost: 36th and Denny, Seattle WA  98122<p/>Lost Date: 2022-01-07<p/>",
K22-143315,A656175,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2382143,LOST,Brandy,Dog,Over 1 year<p/>,Male,Shih Tzu,White,01/11/2022 12:00:00 AM,Date Lost,HOME  ST.,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2382143,Image Copyright HLP Inc. 2022,"<p/>Age: Over 1 year<p/>Location Lost: Home St., Seattle WA  98168<p/>Lost Date: 2022-01-11<p/>",
K21-142565,A654497,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2365205,In Public Home,,Dog,Unknown<p/>,Female,Pit Bull,White,12/12/2021 12:00:00 AM,Date Found,68TH  AVE AND BOTHELL WAY,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2365205,Image Copyright HLP Inc. 2022,"Description: Black and white spots, very friendly, was wearing a pink hoodie.<p/>Age: Unknown<p/>Found Near: 68th Ave and Bothell Way, Kenmore WA  98028<p/>Found Date: 2021-12-12<p/>",
K22-143200,A655949,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2379845,LOST,Luke,Dog,Over 1 year<p/>,Male,Brittany,White,01/10/2022 12:00:00 AM,Date Lost,400 block of  HIGHWAY,BUCKLEY BONNEY,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2379845,Image Copyright HLP Inc. 2022,"Description: Orange and white markings. Has a little white shading on face as he's older. Docked tail. Feather like hair on legs and butt. White paws with light orange spots. <p/>Age: Over 1 year<p/>Location Lost: 410 highway, Buckley, Bonney lake, Buckley WA  98321<p/>Lost Date: 2022-01-10<p/>",
K21-142564,A654496,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2365186,In Public Home,,Dog,Unknown<p/>,Female,Pit Bull,White,12/12/2021 12:00:00 AM,Date Found,68TH  AVE AND BOTHELL WAY,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2365186,Image Copyright HLP Inc. 2022,"Description: Black and white spots, very friendly, was wearing a pink hoodie.<p/>Age: Unknown<p/>Found Near: 68th Ave and Bothell Way, Kenmore WA  98028<p/>Found Date: 2021-12-12<p/>",
K21-142796,A655003,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A655003,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Dickory,Mouse,7 MONTHS,Male,Mouse,Gray,12/23/2021 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A655003,Image Copyright HLP Inc. 2022,"Received on: 2021-12-23<p/> Description: Gray<p/>  Male Mouse Mouse<p/> Age: 7 MONTHS<p/> Adoption Fee: $5.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Dickory and I am available for adoption.<p/><p/>I was brought in by an Animal Control Officer on 12/23/21.<p/><p/>Mice: Quick Facts!<p/><p/>Related to the wild house mouse, domesticated mice have been bred as pets for centuries.<p/><p/>They are very inquisitive little creatures and love to have the companionship of other mice. However, male mice typically cannot live together and will fight to the death if left together.<p/><p/>Mice live on average 2 years, but they sure do pack a lot of life into that short time frame! Mice are very playful and inquisitive and have the best chance to have a healthy life with adequate care.<p/><p/>Recommendations For a Healthy Life<p/><p/>Exercise Wheel: 8 inch Silent Spinner type wheel<p/><p/>Aquarium: We recommend that mice are housed in a 30 inch long aquarium with mesh lid for safety and to allow them to dig and burrow.<p/><p/>Bedding & Nesting Material: We recommend Carefresh bedding or Kaytee – Clean and Cozy bedding. Plain toilet tissue is great for packing nests and sleeping hide-aways. You can find all these on smile.amazon.com<p/><p/>Variety of food: In addition to Oxbow brand young rat and mouse food, mice can also have a variety of treats to keep their diet balanced. Mice enjoy cooked pasta, peas, hard boiled eggs, pumpkin seeds, sunflower seeds, and meal worms.<p/><p/>Additionally:<p/><p/>A water bottle<p/>A nesting or hide-away box (wood or plastic)<p/>Attention and handling daily<p/>A change in their habitat set up at least once a week.<p/>",BLUE
K21-142386,A654159,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2361458,LOST,Chicken,Dog,Over 1 year<p/>,Female,Australian Shepherd,Unknown,12/05/2021 12:00:00 AM,Date Lost,TAYLOR  AVE AND LEE AVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2361458,Image Copyright HLP Inc. 2022,"Description: Miniature australian shepherd, blue merle coloring, no tail, very round/fat. Very skittish and suspicious of people. <p/>Age: Over 1 year<p/>Location Lost: Taylor Ave and Lee Ave, Seattle WA  98109<p/>Lost Date: 2021-12-05<p/>",
K21-142855,A655094,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2371172,LOST,Wangzi,Dog,Over 1 year<p/>,Male,Shiba Inu,Unknown,12/25/2021 12:00:00 AM,Date Lost,232ND  CT SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2371172,Image Copyright HLP Inc. 2022,"Description: Wangzi accidently ran out of house Dec 25 morning. we could not chase him immediately as there were only a senior and a baby being home. we tried to search him around neighborhood but could not find. <p/>Age: Over 1 year<p/>Location Lost: 232nd CT SE, Sammamish WA  98075<p/>Lost Date: 2021-12-25<p/>",
K21-142764,A654963,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2369822,LOST,Zoe,Cat,Over 1 year<p/>,Female,Domestic Shorthair,Black,12/22/2021 12:00:00 AM,Date Lost,16700 block of  SE 250TH CT,COVINGTON,WA,98042,COVINGTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2369822,Image Copyright HLP Inc. 2022,"Description: Black and yellow calico, pink collar<p/>Age: Over 1 year<p/>Location Lost: 16724 SE 250TH CT, Kent WA  98042-5249<p/>Lost Date: 2021-12-22<p/>",
